requirement_id,tender_id,requirement_text,requirement_category,requirement_subcategory,metric,minimum_value,maximum_value,unit,mandatory,required_document_type,validity_required,verification_type,severity_if_failed,difficulty_level,linguistic_variant
REQ-009199,TND-000353,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,THRESHOLD_CHECK,LOW,EASY,1
REQ-009200,TND-000353,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,CROSS_DOCUMENT,HIGH,EASY,1
REQ-009201,TND-000353,The bidder shall demonstrate latest-year turnover of at least INR 10.7 crore.,Turnover,Turnover,Turnover,107000000.0,,INR,True,Financial/Turnover Document,False,CROSS_DOCUMENT,LOW,EASY,1
REQ-009202,TND-000353,The bidder shall submit the required legal and eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,SEMANTIC_MATCH,MEDIUM,EASY,4
REQ-009203,TND-000353,"Where startup benefits are claimed, supporting startup-status evidence shall be furnished.",Startup India,Startup India,Startup India,,,,True,Supporting Document,False,SEMANTIC_MATCH,MEDIUM,EASY,4
REQ-009204,TND-000353,"Where NSIC benefits are claimed, valid NSIC evidence shall be submitted.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,DATE_CHECK,HIGH,EASY,1
REQ-009205,TND-000353,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,DATE_CHECK,MEDIUM,EASY,3
REQ-009206,TND-000353,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,9.0,,units,True,Supporting Document,False,SEMANTIC_MATCH,MEDIUM,EASY,3
REQ-009207,TND-000353,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,6.0,,units,True,Supporting Document,False,SEMANTIC_MATCH,MEDIUM,EASY,2
REQ-009208,TND-000353,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,4.0,,units,True,Supporting Document,False,DATE_CHECK,LOW,EASY,2
REQ-009209,TND-000353,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,THRESHOLD_CHECK,MEDIUM,EASY,3
REQ-009210,TND-000353,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,False,Supporting Document,False,THRESHOLD_CHECK,MEDIUM,EASY,4
REQ-009211,TND-000353,Local-content information relevant to the procurement shall be furnished.,Local Content,Local Content,Local Content,,,,False,Supporting Document,False,CROSS_DOCUMENT,LOW,EASY,4
REQ-009212,TND-000353,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,DATE_CHECK,LOW,EASY,1
REQ-009213,TND-000353,"MSME classification, where applicable, shall be supported by registration evidence.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,False,Udyam/MSME Certificate,True,THRESHOLD_CHECK,LOW,EASY,4
REQ-009214,TND-000353,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,CROSS_DOCUMENT,HIGH,EASY,2
REQ-009215,TND-000353,"MSME classification, where applicable, shall be supported by registration evidence.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,False,Udyam/MSME Certificate,True,DATE_CHECK,MEDIUM,EASY,1
REQ-009216,TND-000353,The bidder shall submit the required legal and eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,False,Supporting Document,False,FIELD_MATCH,LOW,EASY,4
REQ-009217,TND-000353,"Where NSIC benefits are claimed, valid NSIC evidence shall be submitted.",NSIC,NSIC,NSIC,,,,False,Supporting Document,True,SEMANTIC_MATCH,MEDIUM,EASY,4
REQ-009248,TND-000355,The bidder shall hold an active GST registration.,GST,GST,GST,,,,True,GST Certificate,True,CROSS_DOCUMENT,CRITICAL,EASY,4
REQ-009249,TND-000355,A valid PAN document shall be submitted.,PAN,PAN,PAN,,,,True,PAN Document,False,DATE_CHECK,CRITICAL,EASY,4
REQ-009250,TND-000355,Relevant experience of 3 years or more shall be demonstrated through qualifying completion evidence.,Experience,Experience,Experience,3.0,,years,True,Experience Certificate,False,FIELD_MATCH,CRITICAL,EASY,1
REQ-009251,TND-000355,Bidder must have a minimum average annual turnover of INR 12.9 crore during the last three financial years.,Financial,Financial,Financial,128800000.0,,INR,True,Financial/Turnover Document,False,SEMANTIC_MATCH,CRITICAL,EASY,1
REQ-009252,TND-000355,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,DATE_CHECK,HIGH,EASY,2
REQ-009253,TND-000355,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,THRESHOLD_CHECK,MEDIUM,EASY,3
REQ-009254,TND-000355,The bidder must furnish the applicable legal eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,SEMANTIC_MATCH,LOW,EASY,1
REQ-009255,TND-000355,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,6.0,,units,True,Supporting Document,False,CROSS_DOCUMENT,LOW,EASY,2
REQ-009256,TND-000355,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,10.0,,units,True,Supporting Document,False,SEMANTIC_MATCH,LOW,EASY,2
REQ-009257,TND-000355,"Where MSME status is claimed, valid Udyam evidence shall be furnished.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,THRESHOLD_CHECK,MEDIUM,EASY,2
REQ-009258,TND-000355,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,CROSS_DOCUMENT,MEDIUM,EASY,2
REQ-009259,TND-000355,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,FIELD_MATCH,MEDIUM,EASY,1
REQ-009260,TND-000355,The bidder shall submit the required legal and eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,THRESHOLD_CHECK,MEDIUM,EASY,2
REQ-009261,TND-000355,A bidder claiming startup status shall submit documentary proof of such status.,Startup India,Startup India,Startup India,,,,True,Supporting Document,False,CROSS_DOCUMENT,HIGH,EASY,1
REQ-009262,TND-000355,The bidder claiming MSME status must submit its Udyam certificate.,Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,DATE_CHECK,HIGH,EASY,2
REQ-009263,TND-000355,Annual turnover shall be not less than INR 8.3 crore in the latest financial year.,Turnover,Turnover,Turnover,83400000.0,,INR,True,Financial/Turnover Document,False,CROSS_DOCUMENT,LOW,EASY,3
REQ-009264,TND-000355,The bidder shall submit the required legal and eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,THRESHOLD_CHECK,LOW,EASY,4
REQ-009265,TND-000355,Technical capability relevant to the scope shall be established through supporting evidence.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,FIELD_MATCH,MEDIUM,EASY,2
REQ-009266,TND-000355,The bidder claiming MSME status must submit its Udyam certificate.,Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,THRESHOLD_CHECK,MEDIUM,EASY,1
REQ-009267,TND-000355,A bidder claiming startup status shall submit documentary proof of such status.,Startup India,Startup India,Startup India,,,,True,Supporting Document,False,FIELD_MATCH,MEDIUM,EASY,1
REQ-009268,TND-000355,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,CROSS_DOCUMENT,HIGH,EASY,3
REQ-009269,TND-000355,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,9.0,,units,False,Supporting Document,False,CROSS_DOCUMENT,MEDIUM,EASY,1
REQ-009270,TND-000355,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,THRESHOLD_CHECK,MEDIUM,EASY,2
REQ-009271,TND-000355,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,False,Supporting Document,False,CROSS_DOCUMENT,HIGH,EASY,3
REQ-009272,TND-000355,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,False,Supporting Document,False,CROSS_DOCUMENT,HIGH,EASY,2
REQ-009273,TND-000355,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,False,Supporting Document,True,FIELD_MATCH,LOW,EASY,2
REQ-009274,TND-000355,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,7.0,,units,False,Supporting Document,False,THRESHOLD_CHECK,MEDIUM,EASY,3
REQ-009275,TND-000355,"MSME classification, where applicable, shall be supported by registration evidence.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,False,Udyam/MSME Certificate,True,CROSS_DOCUMENT,LOW,EASY,1
REQ-009276,TND-000356,Valid GST registration is mandatory.,GST,GST,GST,,,,True,GST Certificate,True,THRESHOLD_CHECK,CRITICAL,EASY,4
REQ-009277,TND-000356,A valid PAN document shall be submitted.,PAN,PAN,PAN,,,,True,PAN Document,False,FIELD_MATCH,CRITICAL,EASY,4
REQ-009278,TND-000356,Relevant experience of 4 years or more shall be demonstrated through qualifying completion evidence.,Experience,Experience,Experience,4.0,,years,True,Experience Certificate,False,SEMANTIC_MATCH,CRITICAL,EASY,4
REQ-009279,TND-000356,The supplier shall demonstrate average annual turnover of at least INR 7.9 crore for the preceding three financial years.,Financial,Financial,Financial,79300000.0,,INR,True,Financial/Turnover Document,False,FIELD_MATCH,CRITICAL,EASY,3
REQ-009280,TND-000356,The bidder shall submit authorization from the original equipment manufacturer.,OEM Authorization,OEM Authorization,OEM Authorization,,,,True,OEM Authorization,True,THRESHOLD_CHECK,CRITICAL,EASY,2
REQ-009281,TND-000356,"Where startup benefits are claimed, supporting startup-status evidence shall be furnished.",Startup India,Startup India,Startup India,,,,True,Supporting Document,False,THRESHOLD_CHECK,MEDIUM,EASY,2
REQ-009282,TND-000356,The bidder must furnish the applicable legal eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,CROSS_DOCUMENT,LOW,EASY,2
REQ-009283,TND-000356,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,THRESHOLD_CHECK,LOW,EASY,1
REQ-009284,TND-000356,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,7.0,,units,True,Supporting Document,False,CROSS_DOCUMENT,MEDIUM,EASY,4
REQ-009285,TND-000356,Technical capability relevant to the scope shall be established through supporting evidence.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,CROSS_DOCUMENT,MEDIUM,EASY,1
REQ-009286,TND-000356,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,DATE_CHECK,MEDIUM,EASY,2
REQ-009287,TND-000356,Annual turnover shall be not less than INR 17.1 crore in the latest financial year.,Turnover,Turnover,Turnover,171300000.0,,INR,True,Financial/Turnover Document,False,SEMANTIC_MATCH,HIGH,EASY,4
REQ-009288,TND-000356,The bidder claiming MSME status must submit its Udyam certificate.,Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,SEMANTIC_MATCH,HIGH,EASY,3
REQ-009289,TND-000356,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,SEMANTIC_MATCH,MEDIUM,EASY,2
REQ-009290,TND-000356,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,4.0,,units,True,Supporting Document,False,SEMANTIC_MATCH,MEDIUM,EASY,2
REQ-009291,TND-000356,Local-content information relevant to the procurement shall be furnished.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,THRESHOLD_CHECK,LOW,EASY,3
REQ-009292,TND-000356,The bidder shall demonstrate latest-year turnover of at least INR 9.5 crore.,Turnover,Turnover,Turnover,95100000.0,,INR,True,Financial/Turnover Document,False,SEMANTIC_MATCH,MEDIUM,EASY,2
REQ-009293,TND-000356,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,DATE_CHECK,MEDIUM,EASY,4
REQ-009294,TND-000356,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,THRESHOLD_CHECK,HIGH,EASY,4
REQ-009295,TND-000356,"Where MSME status is claimed, valid Udyam evidence shall be furnished.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,False,Udyam/MSME Certificate,True,DATE_CHECK,LOW,EASY,2
REQ-009296,TND-000356,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,9.0,,units,False,Supporting Document,False,FIELD_MATCH,MEDIUM,EASY,3
REQ-009297,TND-000356,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,THRESHOLD_CHECK,MEDIUM,EASY,2
REQ-009298,TND-000356,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,False,Supporting Document,False,FIELD_MATCH,LOW,EASY,1
REQ-009299,TND-000356,"MSME classification, where applicable, shall be supported by registration evidence.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,False,Udyam/MSME Certificate,True,FIELD_MATCH,LOW,EASY,1
REQ-009300,TND-000356,The bidder must furnish the applicable legal eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,False,Supporting Document,False,DATE_CHECK,MEDIUM,EASY,1
REQ-009301,TND-000356,A bidder claiming startup status shall submit documentary proof of such status.,Startup India,Startup India,Startup India,,,,False,Supporting Document,False,DATE_CHECK,HIGH,EASY,3
REQ-009302,TND-000356,A bidder claiming startup status shall submit documentary proof of such status.,Startup India,Startup India,Startup India,,,,False,Supporting Document,False,FIELD_MATCH,HIGH,EASY,2
REQ-009303,TND-000357,Documentary evidence of active GST registration shall be furnished.,GST,GST,GST,,,,True,GST Certificate,True,DATE_CHECK,CRITICAL,MEDIUM,4
REQ-009304,TND-000357,The bidder must provide documentary evidence of PAN registration.,PAN,PAN,PAN,,,,True,PAN Document,False,THRESHOLD_CHECK,CRITICAL,MEDIUM,2
REQ-009305,TND-000357,The supplier is required to provide evidence of at least 7 years of relevant experience.,Experience,Experience,Experience,7.0,,years,True,Experience Certificate,False,SEMANTIC_MATCH,CRITICAL,MEDIUM,4
REQ-009306,TND-000357,Average annual turnover over the specified three-year period shall not be below INR 17.7 crore.,Financial,Financial,Financial,176800000.0,,INR,True,Financial/Turnover Document,False,FIELD_MATCH,CRITICAL,MEDIUM,4
REQ-009307,TND-000357,OEM authorization covering the offered product shall be valid on the bid date.,OEM Authorization,OEM Authorization,OEM Authorization,,,,True,OEM Authorization,True,CROSS_DOCUMENT,CRITICAL,MEDIUM,3
REQ-009308,TND-000357,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,SEMANTIC_MATCH,MEDIUM,MEDIUM,2
REQ-009309,TND-000357,The bidder shall demonstrate latest-year turnover of at least INR 9.4 crore.,Turnover,Turnover,Turnover,93700000.0,,INR,True,Financial/Turnover Document,False,SEMANTIC_MATCH,LOW,MEDIUM,3
REQ-009310,TND-000357,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,4.0,,units,True,Supporting Document,False,FIELD_MATCH,MEDIUM,MEDIUM,2
REQ-009311,TND-000357,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,DATE_CHECK,HIGH,MEDIUM,1
REQ-009312,TND-000357,"Where NSIC benefits are claimed, valid NSIC evidence shall be submitted.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,FIELD_MATCH,HIGH,MEDIUM,2
REQ-009313,TND-000357,The bidder claiming MSME status must submit its Udyam certificate.,Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,DATE_CHECK,MEDIUM,MEDIUM,1
REQ-009314,TND-000357,"MSME classification, where applicable, shall be supported by registration evidence.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,DATE_CHECK,LOW,MEDIUM,4
REQ-009315,TND-000357,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,3.0,,units,True,Supporting Document,False,THRESHOLD_CHECK,MEDIUM,MEDIUM,2
REQ-009316,TND-000357,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,DATE_CHECK,LOW,MEDIUM,4
REQ-009317,TND-000357,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,2.0,,units,True,Supporting Document,False,THRESHOLD_CHECK,MEDIUM,MEDIUM,3
REQ-009318,TND-000357,A bidder claiming startup status shall submit documentary proof of such status.,Startup India,Startup India,Startup India,,,,True,Supporting Document,False,CROSS_DOCUMENT,MEDIUM,MEDIUM,1
REQ-009319,TND-000357,The bidder must furnish the applicable legal eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,SEMANTIC_MATCH,HIGH,MEDIUM,4
REQ-009320,TND-000357,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,THRESHOLD_CHECK,MEDIUM,MEDIUM,1
REQ-009321,TND-000357,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,THRESHOLD_CHECK,HIGH,MEDIUM,3
REQ-009322,TND-000357,"Where NSIC benefits are claimed, valid NSIC evidence shall be submitted.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,FIELD_MATCH,HIGH,MEDIUM,2
REQ-009323,TND-000357,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,2.0,,units,False,Supporting Document,False,FIELD_MATCH,HIGH,MEDIUM,4
REQ-009324,TND-000357,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,SEMANTIC_MATCH,MEDIUM,MEDIUM,2
REQ-009325,TND-000357,"Where NSIC benefits are claimed, valid NSIC evidence shall be submitted.",NSIC,NSIC,NSIC,,,,False,Supporting Document,True,FIELD_MATCH,LOW,MEDIUM,4
REQ-009326,TND-000357,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,THRESHOLD_CHECK,HIGH,MEDIUM,3
REQ-009327,TND-000357,Technical capability relevant to the scope shall be established through supporting evidence.,Technical eligibility,Technical eligibility,Technical eligibility,,,,False,Supporting Document,False,CROSS_DOCUMENT,MEDIUM,MEDIUM,4
REQ-009328,TND-000357,Annual turnover shall be not less than INR 11.7 crore in the latest financial year.,Turnover,Turnover,Turnover,116500000.0,,INR,False,Financial/Turnover Document,False,CROSS_DOCUMENT,MEDIUM,MEDIUM,1
REQ-009329,TND-000357,Annual turnover shall be not less than INR 3.2 crore in the latest financial year.,Turnover,Turnover,Turnover,32200000.0,,INR,False,Financial/Turnover Document,False,CROSS_DOCUMENT,HIGH,MEDIUM,2
REQ-009330,TND-000357,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,False,Supporting Document,True,CROSS_DOCUMENT,MEDIUM,MEDIUM,4
REQ-009331,TND-000357,"Where startup benefits are claimed, supporting startup-status evidence shall be furnished.",Startup India,Startup India,Startup India,,,,False,Supporting Document,False,FIELD_MATCH,HIGH,MEDIUM,4
REQ-009332,TND-000357,"MSME classification, where applicable, shall be supported by registration evidence.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,False,Udyam/MSME Certificate,True,THRESHOLD_CHECK,MEDIUM,MEDIUM,2
REQ-009333,TND-000358,Valid GST registration is mandatory.,GST,GST,GST,,,,True,GST Certificate,True,CROSS_DOCUMENT,CRITICAL,MEDIUM,1
REQ-009334,TND-000358,A valid tax identity document is required for eligibility.,PAN,PAN,PAN,,,,True,PAN Document,False,FIELD_MATCH,CRITICAL,MEDIUM,3
REQ-009335,TND-000358,Eligible bidders should possess not less than 4 years of relevant experience.,Experience,Experience,Experience,4.0,,years,True,Experience Certificate,False,THRESHOLD_CHECK,CRITICAL,MEDIUM,3
REQ-009336,TND-000358,The supplier shall demonstrate average annual turnover of at least INR 10.8 crore for the preceding three financial years.,Financial,Financial,Financial,108000000.0,,INR,True,Financial/Turnover Document,False,FIELD_MATCH,CRITICAL,MEDIUM,4
REQ-009337,TND-000358,The bidder shall submit authorization from the original equipment manufacturer.,OEM Authorization,OEM Authorization,OEM Authorization,,,,True,OEM Authorization,True,FIELD_MATCH,CRITICAL,MEDIUM,1
REQ-009338,TND-000358,The bidder must furnish the applicable legal eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,THRESHOLD_CHECK,MEDIUM,MEDIUM,4
REQ-009339,TND-000358,Local-content information relevant to the procurement shall be furnished.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,THRESHOLD_CHECK,HIGH,MEDIUM,2
REQ-009340,TND-000358,A bidder claiming startup status shall submit documentary proof of such status.,Startup India,Startup India,Startup India,,,,True,Supporting Document,False,SEMANTIC_MATCH,HIGH,MEDIUM,2
REQ-009341,TND-000358,The bidder claiming MSME status must submit its Udyam certificate.,Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,CROSS_DOCUMENT,MEDIUM,MEDIUM,3
REQ-009342,TND-000358,Annual turnover shall be not less than INR 14.8 crore in the latest financial year.,Turnover,Turnover,Turnover,148400000.0,,INR,True,Financial/Turnover Document,False,CROSS_DOCUMENT,MEDIUM,MEDIUM,4
REQ-009343,TND-000358,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,CROSS_DOCUMENT,HIGH,MEDIUM,2
REQ-009344,TND-000358,"MSME classification, where applicable, shall be supported by registration evidence.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,FIELD_MATCH,HIGH,MEDIUM,2
REQ-009345,TND-000358,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,DATE_CHECK,LOW,MEDIUM,1
REQ-009346,TND-000358,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,CROSS_DOCUMENT,LOW,MEDIUM,2
REQ-009347,TND-000358,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,6.0,,units,True,Supporting Document,False,CROSS_DOCUMENT,LOW,MEDIUM,4
REQ-009348,TND-000358,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,FIELD_MATCH,HIGH,MEDIUM,3
REQ-009349,TND-000358,"MSME classification, where applicable, shall be supported by registration evidence.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,FIELD_MATCH,MEDIUM,MEDIUM,2
REQ-009350,TND-000358,The bidder shall submit the required legal and eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,DATE_CHECK,HIGH,MEDIUM,3
REQ-009351,TND-000358,The bidder shall submit the required legal and eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,THRESHOLD_CHECK,MEDIUM,MEDIUM,2
REQ-009352,TND-000358,Annual turnover shall be not less than INR 10.0 crore in the latest financial year.,Turnover,Turnover,Turnover,99700000.0,,INR,False,Financial/Turnover Document,False,FIELD_MATCH,MEDIUM,MEDIUM,3
REQ-009353,TND-000358,Annual turnover shall be not less than INR 3.5 crore in the latest financial year.,Turnover,Turnover,Turnover,35300000.0,,INR,False,Financial/Turnover Document,False,CROSS_DOCUMENT,HIGH,MEDIUM,3
REQ-009354,TND-000358,Annual turnover shall be not less than INR 7.1 crore in the latest financial year.,Turnover,Turnover,Turnover,70700000.0,,INR,False,Financial/Turnover Document,False,CROSS_DOCUMENT,MEDIUM,MEDIUM,3
REQ-009355,TND-000358,The bidder claiming MSME status must submit its Udyam certificate.,Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,False,Udyam/MSME Certificate,True,FIELD_MATCH,HIGH,MEDIUM,3
REQ-009356,TND-000358,"Where MSME status is claimed, valid Udyam evidence shall be furnished.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,False,Udyam/MSME Certificate,True,SEMANTIC_MATCH,LOW,MEDIUM,4
REQ-009357,TND-000358,"Where MSME status is claimed, valid Udyam evidence shall be furnished.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,False,Udyam/MSME Certificate,True,SEMANTIC_MATCH,MEDIUM,MEDIUM,4
REQ-009358,TND-000358,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,False,Supporting Document,False,DATE_CHECK,LOW,MEDIUM,3
REQ-009359,TND-000358,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,SEMANTIC_MATCH,MEDIUM,MEDIUM,4
REQ-009360,TND-000358,"MSME classification, where applicable, shall be supported by registration evidence.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,False,Udyam/MSME Certificate,True,FIELD_MATCH,HIGH,MEDIUM,1
REQ-009361,TND-000358,"MSME classification, where applicable, shall be supported by registration evidence.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,False,Udyam/MSME Certificate,True,DATE_CHECK,LOW,MEDIUM,3
REQ-009384,TND-000360,Valid GST registration is mandatory.,GST,GST,GST,,,,True,GST Certificate,True,DATE_CHECK,CRITICAL,MEDIUM,1
REQ-009385,TND-000360,The bidder must provide documentary evidence of PAN registration.,PAN,PAN,PAN,,,,True,PAN Document,False,THRESHOLD_CHECK,CRITICAL,MEDIUM,1
REQ-009386,TND-000360,The supplier is required to provide evidence of at least 5 years of relevant experience.,Experience,Experience,Experience,5.0,,years,True,Experience Certificate,False,DATE_CHECK,CRITICAL,MEDIUM,2
REQ-009387,TND-000360,Bidder must have a minimum average annual turnover of INR 16.7 crore during the last three financial years.,Financial,Financial,Financial,166600000.0,,INR,True,Financial/Turnover Document,False,SEMANTIC_MATCH,CRITICAL,MEDIUM,3
